Apartment_Area_m2,Rooms,Bathrooms,Master_Bathrooms,Balconies,Receptions,Finishing_Level,Ceilings_Quality,Doors_Quality,Electrical_Basic_Quality,Electrical_Finishing_Quality,Flooring_Quality,Paints_Quality,Plumbing_Quality,Sanitary_Quality,Include_Reception_Ceiling_Upgrade,Include_Reception_Chandelier,Include_Master_Bathroom_Upgrade,Plumbing_System,Total_Finishing_Cost_EGP
157.4,4,1,1,1,1,High,High,High,Medium,High,High,Medium,High,High,1,1,1,PVC Pipes,345088.89
119.8,3,2,1,1,1,Low,Low,Medium,Low,Medium,Low,Medium,Low,Medium,0,0,0,PPR Pipes,236192.51
128.7,3,2,1,2,1,High,High,Medium,Medium,Medium,Medium,High,Medium,High,1,1,1,PVC Pipes,305194.85
128.2,3,2,1,0,1,Low,Medium,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,218888.12
146.6,4,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,268402.95
73.3,2,1,1,1,1,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,1,0,0,PVC Pipes,162307.55
125.3,3,1,1,2,1,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,0,0,0,PPR Pipes,230801.64
116.5,3,2,1,0,1,High,High,High,High,High,High,High,Medium,Medium,0,1,1,PVC Pipes,250371.89
167.8,4,2,1,2,1,Low,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,291132.01
145.0,3,2,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,1,PPR Pipes,267587.8
154.4,4,2,1,1,1,Medium,High,High,High,Medium,High,Medium,Medium,Medium,0,1,1,PVC Pipes,300786.28
112.7,3,2,1,2,1,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,Low,0,0,1,PVC Pipes,243066.17
54.7,1,1,1,1,1,Medium,Medium,High,Medium,Low,Medium,High,Medium,Medium,1,1,0,PVC Pipes,137007.61
98.6,3,2,1,1,1,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,1,1,1,PVC Pipes,254926.63
86.7,2,1,1,2,1,High,High,High,High,High,High,High,Medium,High,0,1,0,PVC Pipes,182458.17
191.0,5,2,1,3,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Medium,0,0,0,PVC Pipes,333341.63
75.4,2,1,1,1,1,High,High,High,High,Medium,Medium,High,High,Medium,1,1,1,PVC Pipes,196937.96
127.6,3,2,1,2,1,Low,Medium,Low,Medium,Medium,Low,Low,Medium,Low,1,0,0,PVC Pipes,267835.75
141.8,4,2,1,3,1,High,High,High,High,High,Medium,Medium,High,High,1,1,1,PVC Pipes,318784.79
83.9,2,1,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,0,0,1,PVC Pipes,187867.61
127.5,3,2,1,1,1,Low,Low,Medium,Low,Low,Low,Medium,Low,Medium,0,0,0,PPR Pipes,232922.33
159.3,4,2,1,1,1,Low,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,0,1,0,PVC Pipes,278664.07
167.6,4,1,1,2,1,Low,Low,Low,Medium,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,273467.29
126.7,3,2,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,High,High,Low,1,0,1,PVC Pipes,285988.48
158.1,4,1,1,3,1,Low,Low,Low,Medium,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,267747.82
86.6,2,1,1,1,1,Low,Medium,Low,Low,Medium,Medium,Low,Medium,Low,0,0,0,PVC Pipes,159590.25
118.0,3,2,1,2,1,High,High,High,High,Medium,High,Medium,High,High,1,1,1,PVC Pipes,290529.4
89.0,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,1,0,PPR Pipes,176768.89
178.4,4,1,1,1,1,High,High,Medium,High,High,High,Medium,High,High,1,1,1,PVC Pipes,365811.31
142.1,3,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Medium,Low,0,0,1,PVC Pipes,238970.38
149.3,3,1,1,3,1,High,High,High,High,High,Medium,Medium,High,High,1,1,1,PVC Pipes,320067.81
197.7,5,3,1,2,1,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,0,1,0,PPR Pipes,366389.98
163.7,4,2,1,2,1,High,High,High,Medium,High,High,High,High,High,1,1,0,PVC Pipes,375601.69
78.4,2,1,1,1,1,Medium,High,Low,Medium,Medium,Medium,Medium,High,Medium,0,0,0,PVC Pipes,160340.36
165.5,4,2,1,3,1,High,High,High,Medium,High,High,High,High,High,0,1,1,PVC Pipes,341054.87
87.2,2,1,1,2,1,Low,Low,Medium,Low,Low,Medium,Low,Low,Medium,0,0,0,PPR Pipes,173525.38
106.4,3,2,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,0,0,0,PVC Pipes,200014.86
165.5,4,1,1,1,1,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,0,1,1,PVC Pipes,272858.56
59.9,2,1,1,1,1,Medium,High,Medium,Low,Medium,High,Low,Medium,Low,1,0,1,PVC Pipes,141749.36
51.8,1,1,1,0,1,Low,Medium,Low,Low,Medium,Medium,Low,Medium,Medium,1,0,0,PVC Pipes,114053.11
81.4,2,1,1,0,1,Medium,Low,High,Medium,Medium,Medium,Medium,Low,Medium,0,1,0,PPR Pipes,146669.31
114.9,3,2,1,2,1,High,High,High,Medium,Medium,High,High,High,High,1,1,1,PVC Pipes,286478.71
119.4,3,2,1,2,1,Low,Medium,Low,Low,Medium,Medium,Low,Medium,Low,0,0,0,PVC Pipes,226299.15
98.6,3,1,1,1,1,High,High,High,Medium,High,Medium,High,High,High,1,1,1,PVC Pipes,239305.01
68.8,2,1,1,2,1,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,165311.97
103.5,3,2,1,2,1,High,High,Medium,High,High,High,Medium,High,High,1,1,1,PVC Pipes,260480.16
80.2,2,1,1,1,1,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Low,1,1,0,PVC Pipes,179314.89
77.5,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,170105.98
65.4,1,1,1,0,1,High,High,High,High,Medium,High,High,High,Medium,1,1,1,PVC Pipes,153615.0
145.6,4,2,1,1,1,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,304797.95
156.8,4,2,1,1,1,High,Medium,High,High,High,High,High,High,Medium,1,1,1,PVC Pipes,360234.58
74.0,2,1,1,1,1,Medium,High,Medium,Medium,Medium,Medium,High,High,High,0,1,0,PVC Pipes,151134.85
119.3,3,1,1,0,1,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,0,0,0,PPR Pipes,212198.01
153.1,4,1,1,0,1,High,Medium,Medium,High,High,High,High,Medium,High,1,1,1,PVC Pipes,317370.77
126.1,3,2,1,2,1,Low,Low,Medium,Medium,Medium,Low,Low,Medium,Low,0,0,1,PVC Pipes,234719.31
50.0,1,1,1,1,1,Medium,Medium,Medium,Medium,Medium,High,High,High,High,0,1,1,PVC Pipes,126282.86
126.5,3,2,1,0,1,High,High,Medium,Medium,High,High,High,Medium,High,0,1,0,PVC Pipes,239022.3
165.0,4,2,1,0,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,1,1,PVC Pipes,346908.22
181.0,4,2,1,2,1,Low,Low,Low,Low,Medium,Low,Low,Low,Low,0,0,0,PPR Pipes,306647.4
99.0,2,1,1,1,1,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,0,1,0,PVC Pipes,179733.76
177.1,4,2,1,3,1,High,Medium,High,High,High,High,Medium,High,High,1,1,1,PVC Pipes,399589.9
56.4,1,1,1,0,1,Medium,Medium,Medium,High,Low,Low,Medium,Medium,Medium,1,0,1,PVC Pipes,131458.46
125.0,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,1,0,0,PVC Pipes,264930.14
131.3,4,2,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,295668.98
189.7,4,2,1,2,2,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,1,0,0,PVC Pipes,367837.63
106.3,3,1,1,1,1,High,Medium,High,Medium,Medium,High,High,High,Medium,1,1,0,PVC Pipes,239214.04
124.6,3,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Low,Low,High,0,0,1,PPR Pipes,232885.25
81.8,2,1,1,2,1,High,High,High,Medium,High,High,Medium,Medium,High,1,1,1,PVC Pipes,213429.33
198.6,5,3,1,2,1,Low,Low,Low,Low,Low,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,335090.31
122.0,3,1,1,1,1,High,High,High,High,Medium,High,High,High,Medium,1,1,1,PVC Pipes,256083.18
72.5,2,1,1,2,1,Medium,Medium,High,Medium,Medium,Low,High,Medium,Medium,0,0,1,PVC Pipes,166883.49
78.9,2,1,1,1,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,Medium,1,1,0,PPR Pipes,163274.9
65.5,1,1,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,0,0,0,PVC Pipes,119074.72
192.7,5,2,1,2,1,Low,Low,Low,Low,Medium,Low,Low,Low,Medium,0,1,0,PPR Pipes,343070.86
114.6,3,1,1,0,1,High,High,Medium,Medium,Medium,High,High,High,High,1,1,1,PVC Pipes,259022.01
89.6,2,1,1,2,1,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,179136.33
50.0,1,1,1,1,1,Low,Low,Low,Medium,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,102349.87
100.6,3,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,174544.59
153.2,4,1,1,2,1,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,0,0,1,PVC Pipes,281349.23
97.6,3,2,1,2,1,Medium,Low,Medium,Medium,Medium,Low,High,Medium,Medium,1,0,1,PVC Pipes,243603.02
121.8,3,1,1,1,1,Medium,Low,Medium,Low,Medium,Medium,Low,High,Medium,0,1,0,PVC Pipes,223439.26
161.6,4,2,1,0,1,Low,Low,Low,Medium,Medium,Low,Medium,Medium,Low,0,0,0,PVC Pipes,285474.53
233.9,5,3,1,3,2,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,535930.62
89.0,2,1,1,2,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,1,PPR Pipes,170121.53
114.7,3,2,1,2,1,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,1,1,1,PVC Pipes,273527.31
122.7,3,1,1,1,1,High,Medium,High,High,Medium,High,High,High,High,0,1,1,PVC Pipes,236112.77
157.1,4,2,1,1,1,High,Medium,High,High,High,High,High,Medium,High,1,1,1,PVC Pipes,361736.35
109.4,3,2,1,0,1,Low,Low,Low,Low,Low,Medium,Low,Low,Medium,0,0,0,PPR Pipes,204475.61
77.1,2,1,1,1,1,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,164393.2
174.2,4,2,1,0,1,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,0,0,1,PPR Pipes,330063.83
133.0,3,2,1,2,1,Low,Medium,Low,Medium,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,261012.31
110.7,3,2,1,1,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,0,1,0,PPR Pipes,217765.3
116.5,3,2,1,3,1,Medium,Low,Medium,Medium,High,Medium,High,Medium,High,1,1,0,PVC Pipes,267292.54
69.9,2,1,1,1,1,Medium,Medium,High,Medium,Low,Medium,Medium,High,Medium,1,0,0,PVC Pipes,163294.24
130.8,3,2,1,2,1,Low,Low,Low,Low,Low,Medium,Low,Medium,Medium,0,1,1,PVC Pipes,245133.97
123.7,3,2,1,3,1,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,1,1,1,PVC Pipes,278409.59
123.7,3,1,1,2,1,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,1,0,0,PPR Pipes,248412.11
100.3,2,1,1,1,1,Low,Low,Low,Low,Medium,Low,Low,Low,Low,0,0,1,PPR Pipes,175204.61
107.0,3,2,1,2,1,Medium,Medium,High,Medium,Low,High,Low,Medium,Medium,0,0,0,PVC Pipes,210768.19
98.9,2,1,1,1,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,High,0,0,0,PVC Pipes,190360.15
202.8,5,2,1,1,1,High,Medium,High,High,High,Medium,High,High,High,0,1,0,PVC Pipes,389862.76
103.3,2,1,1,1,1,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium,1,0,1,PVC Pipes,227746.79
139.5,4,2,1,1,1,High,High,High,Medium,High,High,High,Medium,High,1,1,1,PVC Pipes,340507.01
92.8,2,1,1,1,1,Low,Low,Low,Low,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,164834.86
83.8,2,1,1,1,1,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,172183.38
120.6,3,2,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,240558.65
175.3,4,2,1,2,1,Low,Medium,Low,Low,Medium,Medium,Low,Medium,Low,0,0,0,PVC Pipes,311338.95
204.5,5,3,1,1,2,Medium,Medium,Medium,Medium,Low,High,Low,Medium,Medium,1,1,1,PVC Pipes,420662.88
170.8,4,2,1,1,1,Low,Low,Medium,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,304868.74
124.9,3,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,0,1,0,PPR Pipes,239967.38
183.0,4,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,High,0,1,0,PVC Pipes,315227.15
145.1,4,2,1,1,1,High,Medium,High,High,High,High,High,High,High,1,1,1,PVC Pipes,335200.77
114.0,3,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,205676.83
96.4,3,2,1,2,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,241231.29
84.5,2,1,1,0,1,Low,Medium,Low,Medium,Medium,Medium,Low,Low,Low,0,0,0,PVC Pipes,146221.8
150.3,4,1,1,2,1,High,High,High,High,High,High,Medium,Medium,High,1,1,0,PVC Pipes,323702.94
142.1,3,2,1,0,1,Low,Low,Medium,Medium,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,244894.32
173.2,4,2,1,2,1,Low,Medium,Low,Low,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,360979.53
141.0,4,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,0,0,1,PVC Pipes,280683.07
106.6,3,2,1,3,1,Medium,Low,Medium,Low,Medium,Medium,High,Medium,Medium,0,0,0,PVC Pipes,221025.38
92.9,2,1,1,0,1,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,160673.43
82.4,2,1,1,0,1,High,High,High,Medium,High,High,High,High,High,0,1,1,PVC Pipes,176575.73
88.7,2,1,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,1,0,0,PPR Pipes,182118.49
50.0,1,1,1,1,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,104798.61
54.5,1,1,1,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Medium,1,0,0,PPR Pipes,113248.19
121.8,3,2,1,3,1,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,1,1,1,PVC Pipes,297129.46
127.8,3,2,1,0,1,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,237056.23
126.3,3,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,0,0,PVC Pipes,256751.53
165.0,4,1,1,1,1,High,High,Medium,Medium,High,High,High,High,Medium,1,1,1,PVC Pipes,357293.88
117.0,3,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,1,0,0,PVC Pipes,236217.45
128.9,3,1,1,2,1,High,High,High,Medium,High,High,Medium,Medium,Medium,1,1,1,PVC Pipes,295757.43
97.4,2,1,1,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,166771.75
153.4,4,1,1,2,1,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,High,0,0,1,PVC Pipes,271579.78
50.6,1,1,1,0,1,Low,Low,Medium,Medium,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,103971.32
116.9,3,2,1,0,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,211459.98
122.3,3,2,1,3,1,Low,Low,Low,Medium,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,246005.81
99.4,2,1,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,185357.77
199.9,5,3,1,3,1,High,High,Medium,High,High,High,Medium,High,High,1,1,1,PVC Pipes,473096.65
133.9,3,2,1,1,1,High,High,High,High,High,Medium,Medium,High,Medium,1,0,1,PVC Pipes,307267.95
123.9,3,1,1,1,1,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,222044.96
120.9,3,2,1,1,1,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,High,0,0,1,PVC Pipes,244155.14
79.2,2,1,1,0,1,Low,Low,Medium,Medium,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,142934.08
161.6,4,1,1,3,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,1,1,0,PVC Pipes,333780.15
174.1,4,2,1,1,1,High,High,Medium,Medium,High,Medium,High,High,High,1,1,1,PVC Pipes,384144.0
165.0,4,2,1,2,1,Medium,Medium,Low,Medium,Low,Medium,Medium,Medium,Low,0,1,1,PVC Pipes,291607.3
151.5,4,2,1,2,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,270200.76
122.8,3,2,1,1,1,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,0,1,PVC Pipes,285809.05
152.6,4,1,1,2,1,High,High,Medium,High,High,High,High,High,High,0,1,1,PVC Pipes,297464.44
123.1,3,1,1,2,1,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,282891.84
110.2,3,2,1,2,1,Medium,Medium,High,Low,Low,Medium,High,Medium,Low,0,0,1,PVC Pipes,227675.84
79.8,2,1,1,1,1,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,1,0,0,PVC Pipes,185831.59
149.9,4,2,1,2,1,Medium,Medium,High,Low,Medium,Medium,Medium,Low,High,1,0,1,PPR Pipes,351927.7
145.9,3,2,1,2,1,High,High,High,High,Medium,High,Medium,High,High,1,0,0,PVC Pipes,328679.37
157.1,4,2,1,3,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,1,0,0,PVC Pipes,361107.93
112.2,3,2,1,2,1,High,High,Medium,High,Medium,High,High,High,High,1,0,1,PVC Pipes,285601.93
52.4,1,1,1,0,1,Low,Low,Medium,Medium,Low,Medium,Low,Medium,Low,0,0,0,PVC Pipes,97253.99
94.7,2,1,1,1,1,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Low,1,1,1,PVC Pipes,206479.41
86.6,2,1,1,1,1,High,Medium,High,Medium,High,High,Medium,High,High,1,1,1,PVC Pipes,200036.12
50.0,1,1,1,1,1,Medium,Medium,High,High,Low,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,116858.72
51.8,2,1,1,2,1,High,High,Medium,High,Medium,High,High,High,High,1,1,1,PVC Pipes,159506.11
63.6,2,1,1,1,1,Medium,Low,High,High,Medium,High,High,Medium,Medium,1,0,1,PVC Pipes,157323.15
99.3,3,2,1,1,1,Medium,Medium,Low,High,High,Medium,High,Medium,Low,1,1,0,PVC Pipes,229973.09
131.9,4,2,1,3,1,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,0,0,1,PVC Pipes,268634.74
111.9,3,2,1,2,1,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,207017.62
66.1,2,1,1,1,1,High,Medium,High,High,High,High,High,High,High,1,1,1,PVC Pipes,182943.57
151.1,4,1,1,2,1,High,High,High,High,High,High,High,High,High,0,1,0,PVC Pipes,297771.9
100.8,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,0,0,0,PVC Pipes,218658.6
93.2,2,1,1,1,1,High,High,High,Medium,High,High,Medium,High,High,1,1,1,PVC Pipes,216864.93
123.3,3,2,1,1,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,266366.4
146.9,4,1,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,0,1,0,PVC Pipes,253710.51
182.6,5,2,1,2,2,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,316829.95
171.9,4,1,1,1,1,Low,Low,Low,Low,Low,Medium,Medium,Low,Medium,1,0,0,PPR Pipes,327587.43
114.6,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,0,0,1,PVC Pipes,245833.76
108.2,3,2,1,2,1,Low,Medium,Low,Medium,Medium,Medium,Low,Low,Low,0,0,0,PPR Pipes,219978.56
122.5,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,1,0,1,PVC Pipes,280820.42
160.9,4,1,1,3,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,286811.45
119.1,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,0,0,0,PVC Pipes,225601.56
110.9,3,2,1,2,1,Low,Low,Low,Medium,Low,Low,Medium,Low,Medium,0,0,1,PVC Pipes,229708.09
100.8,2,1,1,2,1,High,High,High,High,High,Medium,High,High,High,1,1,1,PVC Pipes,250264.53
102.9,3,2,1,2,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PVC Pipes,196262.93
156.9,4,2,1,2,1,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,289219.93
104.7,3,2,1,1,1,High,High,Medium,High,Medium,High,Medium,High,Medium,1,1,1,PVC Pipes,256286.61
173.9,4,2,1,1,1,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,411362.25
116.1,3,1,1,2,1,High,Medium,Medium,High,Medium,Medium,High,Medium,High,1,1,1,PVC Pipes,268714.88
117.9,3,2,1,0,1,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,0,1,0,PVC Pipes,227437.71
137.5,3,2,1,1,1,Medium,Low,Medium,Medium,Medium,Medium,High,Medium,Low,1,0,1,PVC Pipes,302252.76
177.1,4,2,1,1,1,High,Medium,High,High,Medium,High,Medium,High,High,1,1,1,PVC Pipes,374067.02
131.8,3,1,1,2,1,Low,Medium,Low,Medium,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,236692.91
73.2,2,1,1,1,1,Medium,High,High,Medium,Medium,Medium,Medium,High,Medium,0,0,0,PVC Pipes,147584.33
76.9,2,1,1,0,1,Low,Low,Low,Medium,Medium,Medium,Low,Low,Low,0,0,0,PPR Pipes,147434.13
87.4,2,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,166740.89
55.0,1,1,1,1,1,Medium,High,Medium,High,Low,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,116896.18
124.7,3,2,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,1,0,PPR Pipes,231310.3
138.2,3,1,1,2,1,High,High,High,High,High,High,High,Medium,High,1,1,1,PVC Pipes,320699.39
152.9,4,2,1,2,1,Medium,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,286824.25
137.3,3,2,1,3,1,High,High,Medium,High,High,Medium,High,High,High,1,1,1,PVC Pipes,323335.86
194.6,5,3,1,2,1,Low,Medium,Low,Low,Medium,Medium,Low,Low,Low,0,1,0,PPR Pipes,377447.98
108.6,3,2,1,3,1,Medium,Medium,High,High,Medium,High,High,Medium,High,1,0,1,PVC Pipes,283463.08
128.2,3,2,1,1,1,High,High,High,High,High,Medium,Medium,High,High,1,1,1,PVC Pipes,305093.76
84.0,2,1,1,1,1,High,High,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,204250.44
90.2,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,171668.24
90.2,2,1,1,1,1,High,High,High,High,High,High,Medium,Medium,High,1,1,1,PVC Pipes,210355.32
129.1,3,2,1,3,1,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,0,1,0,PPR Pipes,249345.23
96.7,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,0,0,1,PPR Pipes,180740.87
158.5,4,1,1,2,1,High,Medium,High,High,Medium,Medium,High,High,High,1,1,1,PVC Pipes,334711.17
79.0,2,1,1,0,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,1,0,0,PVC Pipes,178045.45
126.4,3,1,1,2,1,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,High,1,1,0,PVC Pipes,267488.72
104.6,3,2,1,1,1,High,Medium,High,High,Medium,Medium,High,Medium,High,1,1,1,PVC Pipes,265390.88
85.9,2,1,1,2,1,High,High,Medium,High,High,High,High,High,High,1,0,1,PVC Pipes,209320.31
125.6,3,2,1,1,1,High,High,Medium,High,Medium,High,High,High,Medium,1,1,1,PVC Pipes,294038.72
88.0,2,1,1,2,1,High,High,Medium,Medium,Medium,High,Medium,High,High,1,1,1,PVC Pipes,209690.07
152.7,4,1,1,1,1,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Medium,1,1,0,PVC Pipes,288098.37
81.1,2,1,1,0,1,High,Medium,High,High,High,Medium,Medium,High,High,1,0,0,PVC Pipes,169957.7
196.2,5,2,1,3,2,Medium,High,Medium,High,Medium,Low,Low,Low,High,1,1,0,PPR Pipes,446282.07
134.5,3,2,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,231187.08
153.8,4,2,1,2,1,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,364949.04
125.0,3,1,1,0,1,Low,Low,Low,Medium,Low,Medium,Medium,Low,Low,0,1,0,PPR Pipes,201902.64
120.2,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,250925.8
60.1,1,1,1,1,1,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,High,0,0,1,PVC Pipes,127409.52
68.8,1,1,1,0,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,124957.65
134.2,3,2,1,2,1,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Low,1,0,1,PVC Pipes,280362.78
78.1,2,1,1,1,1,Medium,High,Medium,Low,Medium,Low,Medium,Medium,Medium,0,1,1,PVC Pipes,159423.89
166.8,4,1,1,2,1,High,Medium,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,360648.83
106.1,3,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,0,1,0,PVC Pipes,189781.69
