Brand,Product_Name,Category,Product_Type,Application,Specification,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Subcategory,Grade,Quality_Price_Band
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5134,Rain Shower,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5607,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5828,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5901,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5818,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7396,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5062,Rain Shower,Not Applicable,Medium: 5006 - 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3155,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4888,Sliding Cabin,Not Applicable,Low: <= 5006
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10313,Rain Shower,Not Applicable,High: > 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7683,Floor Mounted,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7024,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2100,Pedestal,Not Applicable,Low: <= 5006
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2846,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8896,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7526,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4127,Floor Mounted,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9870,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5913,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6372,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2618,Pedestal,Not Applicable,Low: <= 5006
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4743,Floor Mounted,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8147,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10601,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5039,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5369,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7624,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4986,Rain Shower,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2672,Pedestal,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6738,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5555,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7890,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1832,Pedestal,Not Applicable,Low: <= 5006
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8911,Sliding Cabin,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4518,Rain Shower,Not Applicable,Low: <= 5006
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3886,Pedestal,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9580,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4645,Rain Shower,Not Applicable,Low: <= 5006
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6145,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1973,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9916,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7088,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7943,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4529,Sliding Cabin,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10685,Rain Shower,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9411,Rain Shower,Not Applicable,High: > 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6408,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5042,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3950,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6538,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8835,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9335,Rain Shower,Not Applicable,High: > 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3801,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4707,Sliding Cabin,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3924,Pedestal,Not Applicable,Low: <= 5006
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6966,Rain Shower,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7238,Rain Shower,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4912,Floor Mounted,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9256,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6214,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2897,Pedestal,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5057,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,3990,Floor Mounted,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9993,Rain Shower,Not Applicable,High: > 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3260,Pedestal,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3919,Pedestal,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7574,Floor Mounted,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,5006,Floor Mounted,Not Applicable,Low: <= 5006
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8332,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3653,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2083,Pedestal,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,3916,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5696,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2478,Pedestal,Not Applicable,Low: <= 5006
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9623,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2094,Pedestal,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6903,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5482,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9042,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6295,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3847,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2547,Pedestal,Not Applicable,Low: <= 5006
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3364,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7834,Floor Mounted,Not Applicable,High: > 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4032,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2171,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10394,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3580,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4824,Sliding Cabin,Not Applicable,Low: <= 5006
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4474,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,3871,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2060,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5283,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7862,Rain Shower,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10989,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6229,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4232,Floor Mounted,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5689,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5112,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10380,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9632,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5854,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6683,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6187,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6651,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1971,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9798,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10401,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6273,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7830,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9944,Rain Shower,Not Applicable,High: > 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8753,Rain Shower,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7908,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8778,Rain Shower,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5258,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6114,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4826,Rain Shower,Not Applicable,Low: <= 5006
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1845,Pedestal,Not Applicable,Low: <= 5006
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2925,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5736,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7326,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9982,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7624,Floor Mounted,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6433,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8779,Sliding Cabin,Not Applicable,High: > 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10831,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7086,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4982,Floor Mounted,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4143,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2007,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5404,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10250,Rain Shower,Not Applicable,High: > 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8669,Rain Shower,Not Applicable,High: > 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3557,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9667,Rain Shower,Not Applicable,High: > 7542
